font,xpr,character,codepoint,glyph_index
JPN00C7,00c7c9f9.xpr,s,U+0073,85
JPN00C7,00c7c9f9.xpr,t,U+0074,86
JPN00C7,00c7c9f9.xpr,u,U+0075,87
JPN00C7,00c7c9f9.xpr,v,U+0076,88
JPN00C7,00c7c9f9.xpr,w,U+0077,89
JPN00C7,00c7c9f9.xpr,x,U+0078,90
JPN00C7,00c7c9f9.xpr,y,U+0079,91
JPN00C7,00c7c9f9.xpr,z,U+007A,92
JPN00C7,00c7c9f9.xpr,{,U+007B,93
JPN00C7,00c7c9f9.xpr,©,U+00A9,94
JPN00C7,00c7c9f9.xpr,®,U+00AE,95
JPN00C7,00c7c9f9.xpr,°,U+00B0,96
JPN00C7,00c7c9f9.xpr,Í,U+00CD,97
JPN00C7,00c7c9f9.xpr,×,U+00D7,98
JPN00C7,00c7c9f9.xpr,è,U+00E8,99
JPN00C7,00c7c9f9.xpr,é,U+00E9,100
JPN00C7,00c7c9f9.xpr,ó,U+00F3,101
JPN00C7,00c7c9f9.xpr,―,U+2015,102
JPN00C7,00c7c9f9.xpr,“,U+201C,103
JPN00C7,00c7c9f9.xpr,”,U+201D,104
JPN00C7,00c7c9f9.xpr,…,U+2026,105
JPN00C7,00c7c9f9.xpr,※,U+203B,106
JPN00C7,00c7c9f9.xpr,℃,U+2103,107
JPN00C7,00c7c9f9.xpr,™,U+2122,108
JPN00C7,00c7c9f9.xpr,↓,U+2193,109
JPN00C7,00c7c9f9.xpr,□,U+25A1,110
JPN00C7,00c7c9f9.xpr,△,U+25B3,111
JPN00C7,00c7c9f9.xpr,○,U+25CB,112
JPN00C7,00c7c9f9.xpr,●,U+25CF,113
JPN00C7,00c7c9f9.xpr,★,U+2605,114
JPN00C7,00c7c9f9.xpr,♪,U+266A,115
JPN00C7,00c7c9f9.xpr,　,U+3000,116
JPN00C7,00c7c9f9.xpr,、,U+3001,117
JPN00C7,00c7c9f9.xpr,。,U+3002,118
JPN00C7,00c7c9f9.xpr,々,U+3005,119
JPN00C7,00c7c9f9.xpr,〇,U+3007,120
JPN00C7,00c7c9f9.xpr,《,U+300A,121
JPN00C7,00c7c9f9.xpr,》,U+300B,122
JPN00C7,00c7c9f9.xpr,「,U+300C,123
JPN00C7,00c7c9f9.xpr,」,U+300D,124
JPN00C7,00c7c9f9.xpr,『,U+300E,125
JPN00C7,00c7c9f9.xpr,』,U+300F,126
JPN00C7,00c7c9f9.xpr,【,U+3010,127
JPN00C7,00c7c9f9.xpr,】,U+3011,128
JPN00C7,00c7c9f9.xpr,ぁ,U+3041,129
JPN00C7,00c7c9f9.xpr,あ,U+3042,130
JPN00C7,00c7c9f9.xpr,ぃ,U+3043,131
JPN00C7,00c7c9f9.xpr,い,U+3044,132
JPN00C7,00c7c9f9.xpr,ぅ,U+3045,133
JPN00C7,00c7c9f9.xpr,う,U+3046,134
JPN00C7,00c7c9f9.xpr,ぇ,U+3047,135
JPN00C7,00c7c9f9.xpr,え,U+3048,136
JPN00C7,00c7c9f9.xpr,ぉ,U+3049,137
JPN00C7,00c7c9f9.xpr,お,U+304A,138
JPN00C7,00c7c9f9.xpr,か,U+304B,139
JPN00C7,00c7c9f9.xpr,が,U+304C,140
JPN00C7,00c7c9f9.xpr,き,U+304D,141
JPN00C7,00c7c9f9.xpr,ぎ,U+304E,142
JPN00C7,00c7c9f9.xpr,く,U+304F,143
JPN00C7,00c7c9f9.xpr,ぐ,U+3050,144
JPN00C7,00c7c9f9.xpr,け,U+3051,145
JPN00C7,00c7c9f9.xpr,げ,U+3052,146
JPN00C7,00c7c9f9.xpr,こ,U+3053,147
JPN00C7,00c7c9f9.xpr,ご,U+3054,148
JPN00C7,00c7c9f9.xpr,さ,U+3055,149
JPN00C7,00c7c9f9.xpr,ざ,U+3056,150
JPN00C7,00c7c9f9.xpr,し,U+3057,151
JPN00C7,00c7c9f9.xpr,じ,U+3058,152
JPN00C7,00c7c9f9.xpr,す,U+3059,153
JPN00C7,00c7c9f9.xpr,ず,U+305A,154
JPN00C7,00c7c9f9.xpr,せ,U+305B,155
JPN00C7,00c7c9f9.xpr,ぜ,U+305C,156
JPN00C7,00c7c9f9.xpr,そ,U+305D,157
JPN00C7,00c7c9f9.xpr,ぞ,U+305E,158
JPN00C7,00c7c9f9.xpr,た,U+305F,159
JPN00C7,00c7c9f9.xpr,だ,U+3060,160
JPN00C7,00c7c9f9.xpr,ち,U+3061,161
JPN00C7,00c7c9f9.xpr,ぢ,U+3062,162
JPN00C7,00c7c9f9.xpr,っ,U+3063,163
JPN00C7,00c7c9f9.xpr,つ,U+3064,164
JPN00C7,00c7c9f9.xpr,づ,U+3065,165
JPN00C7,00c7c9f9.xpr,て,U+3066,166
JPN00C7,00c7c9f9.xpr,で,U+3067,167
JPN00C7,00c7c9f9.xpr,と,U+3068,168
JPN00C7,00c7c9f9.xpr,ど,U+3069,169
JPN00C7,00c7c9f9.xpr,な,U+306A,170
JPN00C7,00c7c9f9.xpr,に,U+306B,171
JPN00C7,00c7c9f9.xpr,ぬ,U+306C,172
JPN00C7,00c7c9f9.xpr,ね,U+306D,173
JPN00C7,00c7c9f9.xpr,の,U+306E,174
JPN00C7,00c7c9f9.xpr,は,U+306F,175
JPN00C7,00c7c9f9.xpr,ば,U+3070,176
JPN00C7,00c7c9f9.xpr,ぱ,U+3071,177
JPN00C7,00c7c9f9.xpr,ひ,U+3072,178
JPN00C7,00c7c9f9.xpr,び,U+3073,179
JPN00C7,00c7c9f9.xpr,ぴ,U+3074,180
JPN00C7,00c7c9f9.xpr,ふ,U+3075,181
JPN00C7,00c7c9f9.xpr,ぶ,U+3076,182
JPN00C7,00c7c9f9.xpr,ぷ,U+3077,183
JPN00C7,00c7c9f9.xpr,へ,U+3078,184
JPN00C7,00c7c9f9.xpr,べ,U+3079,185
JPN00C7,00c7c9f9.xpr,ぺ,U+307A,186
JPN00C7,00c7c9f9.xpr,ほ,U+307B,187
JPN00C7,00c7c9f9.xpr,ぼ,U+307C,188
JPN00C7,00c7c9f9.xpr,ぽ,U+307D,189
JPN00C7,00c7c9f9.xpr,ま,U+307E,190
JPN00C7,00c7c9f9.xpr,み,U+307F,191
JPN00C7,00c7c9f9.xpr,む,U+3080,192
JPN00C7,00c7c9f9.xpr,め,U+3081,193
JPN00C7,00c7c9f9.xpr,も,U+3082,194
JPN00C7,00c7c9f9.xpr,ゃ,U+3083,195
JPN00C7,00c7c9f9.xpr,や,U+3084,196
JPN00C7,00c7c9f9.xpr,ゅ,U+3085,197
JPN00C7,00c7c9f9.xpr,ゆ,U+3086,198
JPN00C7,00c7c9f9.xpr,ょ,U+3087,199
JPN00C7,00c7c9f9.xpr,よ,U+3088,200
JPN00C7,00c7c9f9.xpr,ら,U+3089,201
JPN00C7,00c7c9f9.xpr,り,U+308A,202
JPN00C7,00c7c9f9.xpr,る,U+308B,203
JPN00C7,00c7c9f9.xpr,れ,U+308C,204
JPN00C7,00c7c9f9.xpr,ろ,U+308D,205
JPN00C7,00c7c9f9.xpr,わ,U+308F,206
JPN00C7,00c7c9f9.xpr,を,U+3092,207
JPN00C7,00c7c9f9.xpr,ん,U+3093,208
JPN00C7,00c7c9f9.xpr,ァ,U+30A1,209
JPN00C7,00c7c9f9.xpr,ア,U+30A2,210
JPN00C7,00c7c9f9.xpr,ィ,U+30A3,211
JPN00C7,00c7c9f9.xpr,イ,U+30A4,212
JPN00C7,00c7c9f9.xpr,ゥ,U+30A5,213
JPN00C7,00c7c9f9.xpr,ウ,U+30A6,214
JPN00C7,00c7c9f9.xpr,ェ,U+30A7,215
JPN00C7,00c7c9f9.xpr,エ,U+30A8,216
JPN00C7,00c7c9f9.xpr,ォ,U+30A9,217
JPN00C7,00c7c9f9.xpr,オ,U+30AA,218
JPN00C7,00c7c9f9.xpr,カ,U+30AB,219
JPN00C7,00c7c9f9.xpr,ガ,U+30AC,220
JPN00C7,00c7c9f9.xpr,キ,U+30AD,221
JPN00C7,00c7c9f9.xpr,ギ,U+30AE,222
JPN00C7,00c7c9f9.xpr,ク,U+30AF,223
JPN00C7,00c7c9f9.xpr,グ,U+30B0,224
JPN00C7,00c7c9f9.xpr,ケ,U+30B1,225
JPN00C7,00c7c9f9.xpr,ゲ,U+30B2,226
JPN00C7,00c7c9f9.xpr,コ,U+30B3,227
JPN00C7,00c7c9f9.xpr,ゴ,U+30B4,228
JPN00C7,00c7c9f9.xpr,サ,U+30B5,229
JPN00C7,00c7c9f9.xpr,ザ,U+30B6,230
JPN00C7,00c7c9f9.xpr,シ,U+30B7,231
JPN00C7,00c7c9f9.xpr,ジ,U+30B8,232
JPN00C7,00c7c9f9.xpr,ス,U+30B9,233
JPN00C7,00c7c9f9.xpr,ズ,U+30BA,234
JPN00C7,00c7c9f9.xpr,セ,U+30BB,235
JPN00C7,00c7c9f9.xpr,ゼ,U+30BC,236
JPN00C7,00c7c9f9.xpr,ソ,U+30BD,237
JPN00C7,00c7c9f9.xpr,ゾ,U+30BE,238
JPN00C7,00c7c9f9.xpr,タ,U+30BF,239
JPN00C7,00c7c9f9.xpr,ダ,U+30C0,240
JPN00C7,00c7c9f9.xpr,チ,U+30C1,241
JPN00C7,00c7c9f9.xpr,ッ,U+30C3,242
JPN00C7,00c7c9f9.xpr,ツ,U+30C4,243
JPN00C7,00c7c9f9.xpr,ヅ,U+30C5,244
JPN00C7,00c7c9f9.xpr,テ,U+30C6,245
JPN00C7,00c7c9f9.xpr,デ,U+30C7,246
JPN00C7,00c7c9f9.xpr,ト,U+30C8,247
JPN00C7,00c7c9f9.xpr,ド,U+30C9,248
JPN00C7,00c7c9f9.xpr,ナ,U+30CA,249
JPN00C7,00c7c9f9.xpr,ニ,U+30CB,250
JPN00C7,00c7c9f9.xpr,ヌ,U+30CC,251
JPN00C7,00c7c9f9.xpr,ネ,U+30CD,252
JPN00C7,00c7c9f9.xpr,ノ,U+30CE,253
JPN00C7,00c7c9f9.xpr,ハ,U+30CF,254
JPN00C7,00c7c9f9.xpr,バ,U+30D0,255
JPN00C7,00c7c9f9.xpr,パ,U+30D1,256
JPN00C7,00c7c9f9.xpr,ヒ,U+30D2,257
JPN00C7,00c7c9f9.xpr,ビ,U+30D3,258
JPN00C7,00c7c9f9.xpr,ピ,U+30D4,259
JPN00C7,00c7c9f9.xpr,フ,U+30D5,260
JPN00C7,00c7c9f9.xpr,ブ,U+30D6,261
JPN00C7,00c7c9f9.xpr,プ,U+30D7,262
JPN00C7,00c7c9f9.xpr,ヘ,U+30D8,263
JPN00C7,00c7c9f9.xpr,ベ,U+30D9,264
JPN00C7,00c7c9f9.xpr,ペ,U+30DA,265
JPN00C7,00c7c9f9.xpr,ホ,U+30DB,266
JPN00C7,00c7c9f9.xpr,ボ,U+30DC,267
JPN00C7,00c7c9f9.xpr,ポ,U+30DD,268
JPN00C7,00c7c9f9.xpr,マ,U+30DE,269
JPN00C7,00c7c9f9.xpr,ミ,U+30DF,270
JPN00C7,00c7c9f9.xpr,ム,U+30E0,271
JPN00C7,00c7c9f9.xpr,メ,U+30E1,272
JPN00C7,00c7c9f9.xpr,モ,U+30E2,273
JPN00C7,00c7c9f9.xpr,ャ,U+30E3,274
JPN00C7,00c7c9f9.xpr,ヤ,U+30E4,275
JPN00C7,00c7c9f9.xpr,ュ,U+30E5,276
JPN00C7,00c7c9f9.xpr,ユ,U+30E6,277
JPN00C7,00c7c9f9.xpr,ョ,U+30E7,278
JPN00C7,00c7c9f9.xpr,ヨ,U+30E8,279
JPN00C7,00c7c9f9.xpr,ラ,U+30E9,280
JPN00C7,00c7c9f9.xpr,リ,U+30EA,281
JPN00C7,00c7c9f9.xpr,ル,U+30EB,282
JPN00C7,00c7c9f9.xpr,レ,U+30EC,283
JPN00C7,00c7c9f9.xpr,ロ,U+30ED,284
JPN00C7,00c7c9f9.xpr,ワ,U+30EF,285
JPN00C7,00c7c9f9.xpr,ン,U+30F3,286
JPN00C7,00c7c9f9.xpr,ヴ,U+30F4,287
JPN00C7,00c7c9f9.xpr,ヶ,U+30F6,288
JPN00C7,00c7c9f9.xpr,・,U+30FB,289
JPN00C7,00c7c9f9.xpr,ー,U+30FC,290
JPN00C7,00c7c9f9.xpr,一,U+4E00,291
JPN00C7,00c7c9f9.xpr,丁,U+4E01,292
JPN00C7,00c7c9f9.xpr,万,U+4E07,293
JPN00C7,00c7c9f9.xpr,丈,U+4E08,294
JPN00C7,00c7c9f9.xpr,三,U+4E09,295
JPN00C7,00c7c9f9.xpr,上,U+4E0A,296
JPN00C7,00c7c9f9.xpr,下,U+4E0B,297
JPN00C7,00c7c9f9.xpr,不,U+4E0D,298
JPN00C7,00c7c9f9.xpr,与,U+4E0E,299
JPN00C7,00c7c9f9.xpr,世,U+4E16,300
JPN00C7,00c7c9f9.xpr,両,U+4E21,301
JPN00C7,00c7c9f9.xpr,並,U+4E26,302
JPN00C7,00c7c9f9.xpr,中,U+4E2D,303
JPN00C7,00c7c9f9.xpr,丸,U+4E38,304
JPN00C7,00c7c9f9.xpr,主,U+4E3B,305
JPN00C7,00c7c9f9.xpr,久,U+4E45,306
JPN00C7,00c7c9f9.xpr,乗,U+4E57,307
JPN00C7,00c7c9f9.xpr,乙,U+4E59,308
JPN00C7,00c7c9f9.xpr,九,U+4E5D,309
JPN00C7,00c7c9f9.xpr,乱,U+4E71,310
JPN00C7,00c7c9f9.xpr,乳,U+4E73,311
JPN00C7,00c7c9f9.xpr,乾,U+4E7E,312
JPN00C7,00c7c9f9.xpr,了,U+4E86,313
JPN00C7,00c7c9f9.xpr,予,U+4E88,314
JPN00C7,00c7c9f9.xpr,争,U+4E89,315
JPN00C7,00c7c9f9.xpr,事,U+4E8B,316
JPN00C7,00c7c9f9.xpr,二,U+4E8C,317
JPN00C7,00c7c9f9.xpr,云,U+4E91,318
JPN00C7,00c7c9f9.xpr,互,U+4E92,319
JPN00C7,00c7c9f9.xpr,五,U+4E94,320
JPN00C7,00c7c9f9.xpr,井,U+4E95,321
JPN00C7,00c7c9f9.xpr,些,U+4E9B,322
JPN00C7,00c7c9f9.xpr,亡,U+4EA1,323
JPN00C7,00c7c9f9.xpr,交,U+4EA4,324
JPN00C7,00c7c9f9.xpr,享,U+4EAB,325
JPN00C7,00c7c9f9.xpr,京,U+4EAC,326
JPN00C7,00c7c9f9.xpr,人,U+4EBA,327
JPN00C7,00c7c9f9.xpr,仇,U+4EC7,328
JPN00C7,00c7c9f9.xpr,今,U+4ECA,329
JPN00C7,00c7c9f9.xpr,介,U+4ECB,330
JPN00C7,00c7c9f9.xpr,仏,U+4ECF,331
JPN00C7,00c7c9f9.xpr,仕,U+4ED5,332
JPN00C7,00c7c9f9.xpr,他,U+4ED6,333
JPN00C7,00c7c9f9.xpr,付,U+4ED8,334
JPN00C7,00c7c9f9.xpr,仙,U+4ED9,335
JPN00C7,00c7c9f9.xpr,代,U+4EE3,336
JPN00C7,00c7c9f9.xpr,令,U+4EE4,337
JPN00C7,00c7c9f9.xpr,以,U+4EE5,338
JPN00C7,00c7c9f9.xpr,仮,U+4EEE,339
JPN00C7,00c7c9f9.xpr,仰,U+4EF0,340
JPN00C7,00c7c9f9.xpr,仲,U+4EF2,341
JPN00C7,00c7c9f9.xpr,件,U+4EF6,342
JPN00C7,00c7c9f9.xpr,任,U+4EFB,343
JPN00C7,00c7c9f9.xpr,企,U+4F01,344
JPN00C7,00c7c9f9.xpr,伊,U+4F0A,345
JPN00C7,00c7c9f9.xpr,伏,U+4F0F,346
JPN00C7,00c7c9f9.xpr,伐,U+4F10,347
JPN00C7,00c7c9f9.xpr,休,U+4F11,348
JPN00C7,00c7c9f9.xpr,会,U+4F1A,349
JPN00C7,00c7c9f9.xpr,伝,U+4F1D,350
JPN00C7,00c7c9f9.xpr,伴,U+4F34,351
JPN00C7,00c7c9f9.xpr,伸,U+4F38,352
JPN00C7,00c7c9f9.xpr,伺,U+4F3A,353
JPN00C7,00c7c9f9.xpr,似,U+4F3C,354
JPN00C7,00c7c9f9.xpr,佇,U+4F47,355
JPN00C7,00c7c9f9.xpr,位,U+4F4D,356
JPN00C7,00c7c9f9.xpr,低,U+4F4E,357
JPN00C7,00c7c9f9.xpr,住,U+4F4F,358
JPN00C7,00c7c9f9.xpr,佐,U+4F50,359
JPN00C7,00c7c9f9.xpr,体,U+4F53,360
JPN00C7,00c7c9f9.xpr,何,U+4F55,361
JPN00C7,00c7c9f9.xpr,余,U+4F59,362
JPN00C7,00c7c9f9.xpr,作,U+4F5C,363
JPN00C7,00c7c9f9.xpr,併,U+4F75,364
JPN00C7,00c7c9f9.xpr,使,U+4F7F,365
JPN00C7,00c7c9f9.xpr,例,U+4F8B,366
JPN00C7,00c7c9f9.xpr,供,U+4F9B,367
JPN00C7,00c7c9f9.xpr,依,U+4F9D,368
JPN00C7,00c7c9f9.xpr,価,U+4FA1,369
JPN00C7,00c7c9f9.xpr,侮,U+4FAE,370
JPN00C7,00c7c9f9.xpr,侵,U+4FB5,371
JPN00C7,00c7c9f9.xpr,便,U+4FBF,372
JPN00C7,00c7c9f9.xpr,係,U+4FC2,373
JPN00C7,00c7c9f9.xpr,俊,U+4FCA,374
JPN00C7,00c7c9f9.xpr,俗,U+4FD7,375
JPN00C7,00c7c9f9.xpr,保,U+4FDD,376
JPN00C7,00c7c9f9.xpr,信,U+4FE1,377
JPN00C7,00c7c9f9.xpr,修,U+4FEE,378
JPN00C7,00c7c9f9.xpr,俺,U+4FFA,379
JPN00C7,00c7c9f9.xpr,倉,U+5009,380
JPN00C7,00c7c9f9.xpr,個,U+500B,381
JPN00C7,00c7c9f9.xpr,倍,U+500D,382
JPN00C7,00c7c9f9.xpr,倒,U+5012,383
JPN00C7,00c7c9f9.xpr,候,U+5019,384
JPN00C7,00c7c9f9.xpr,借,U+501F,385
JPN00C7,00c7c9f9.xpr,倣,U+5023,386
JPN00C7,00c7c9f9.xpr,値,U+5024,387
JPN00C7,00c7c9f9.xpr,偉,U+5049,388
JPN00C7,00c7c9f9.xpr,偏,U+504F,389
JPN00C7,00c7c9f9.xpr,停,U+505C,390
JPN00C7,00c7c9f9.xpr,健,U+5065,391
JPN00C7,00c7c9f9.xpr,側,U+5074,392
JPN00C7,00c7c9f9.xpr,偵,U+5075,393
JPN00C7,00c7c9f9.xpr,偶,U+5076,394
JPN00C7,00c7c9f9.xpr,偽,U+507D,395
JPN00C7,00c7c9f9.xpr,傘,U+5098,396
JPN00C7,00c7c9f9.xpr,備,U+5099,397
JPN00C7,00c7c9f9.xpr,催,U+50AC,398
JPN00C7,00c7c9f9.xpr,傭,U+50AD,399
JPN00C7,00c7c9f9.xpr,傷,U+50B7,400
JPN00C7,00c7c9f9.xpr,傾,U+50BE,401
JPN00C7,00c7c9f9.xpr,僅,U+50C5,402
JPN00C7,00c7c9f9.xpr,働,U+50CD,403
JPN00C7,00c7c9f9.xpr,像,U+50CF,404
JPN00C7,00c7c9f9.xpr,僕,U+50D5,405
JPN00C7,00c7c9f9.xpr,僚,U+50DA,406
JPN00C7,00c7c9f9.xpr,僻,U+50FB,407
JPN00C7,00c7c9f9.xpr,儀,U+5100,408
JPN00C7,00c7c9f9.xpr,億,U+5104,409
JPN00C7,00c7c9f9.xpr,儚,U+511A,410
JPN00C7,00c7c9f9.xpr,償,U+511F,411
JPN00C7,00c7c9f9.xpr,優,U+512A,412
JPN00C7,00c7c9f9.xpr,儲,U+5132,413
JPN00C7,00c7c9f9.xpr,元,U+5143,414
JPN00C7,00c7c9f9.xpr,兄,U+5144,415
JPN00C7,00c7c9f9.xpr,充,U+5145,416
JPN00C7,00c7c9f9.xpr,兆,U+5146,417
JPN00C7,00c7c9f9.xpr,先,U+5148,418
JPN00C7,00c7c9f9.xpr,光,U+5149,419
JPN00C7,00c7c9f9.xpr,克,U+514B,420
JPN00C7,00c7c9f9.xpr,免,U+514D,421
JPN00C7,00c7c9f9.xpr,児,U+5150,422
JPN00C7,00c7c9f9.xpr,党,U+515A,423
JPN00C7,00c7c9f9.xpr,入,U+5165,424
JPN00C7,00c7c9f9.xpr,全,U+5168,425
JPN00C7,00c7c9f9.xpr,八,U+516B,426
JPN00C7,00c7c9f9.xpr,公,U+516C,427
JPN00C7,00c7c9f9.xpr,六,U+516D,428
JPN00C7,00c7c9f9.xpr,共,U+5171,429
JPN00C7,00c7c9f9.xpr,兵,U+5175,430
JPN00C7,00c7c9f9.xpr,具,U+5177,431
JPN00C7,00c7c9f9.xpr,典,U+5178,432
JPN00C7,00c7c9f9.xpr,兼,U+517C,433
JPN00C7,00c7c9f9.xpr,内,U+5185,434
JPN00C7,00c7c9f9.xpr,円,U+5186,435
JPN00C7,00c7c9f9.xpr,冊,U+518A,436
JPN00C7,00c7c9f9.xpr,再,U+518D,437
JPN00C7,00c7c9f9.xpr,冒,U+5192,438
JPN00C7,00c7c9f9.xpr,冗,U+5197,439
JPN00C7,00c7c9f9.xpr,写,U+5199,440
JPN00C7,00c7c9f9.xpr,冠,U+51A0,441
JPN00C7,00c7c9f9.xpr,冬,U+51AC,442
JPN00C7,00c7c9f9.xpr,冴,U+51B4,443
JPN00C7,00c7c9f9.xpr,冷,U+51B7,444
JPN00C7,00c7c9f9.xpr,凄,U+51C4,445
JPN00C7,00c7c9f9.xpr,准,U+51C6,446
JPN00C7,00c7c9f9.xpr,凍,U+51CD,447
JPN00C7,00c7c9f9.xpr,凡,U+51E1,448
JPN00C7,00c7c9f9.xpr,処,U+51E6,449
JPN00C7,00c7c9f9.xpr,凶,U+51F6,450
JPN00C7,00c7c9f9.xpr,凸,U+51F8,451
JPN00C7,00c7c9f9.xpr,凹,U+51F9,452
JPN00C7,00c7c9f9.xpr,出,U+51FA,453
JPN00C7,00c7c9f9.xpr,刃,U+5203,454
JPN00C7,00c7c9f9.xpr,分,U+5206,455
JPN00C7,00c7c9f9.xpr,切,U+5207,456
JPN00C7,00c7c9f9.xpr,刈,U+5208,457
JPN00C7,00c7c9f9.xpr,刊,U+520A,458
JPN00C7,00c7c9f9.xpr,刑,U+5211,459
JPN00C7,00c7c9f9.xpr,列,U+5217,460
JPN00C7,00c7c9f9.xpr,初,U+521D,461
JPN00C7,00c7c9f9.xpr,判,U+5224,462
JPN00C7,00c7c9f9.xpr,別,U+5225,463
JPN00C7,00c7c9f9.xpr,利,U+5229,464
JPN00C7,00c7c9f9.xpr,到,U+5230,465
JPN00C7,00c7c9f9.xpr,制,U+5236,466
JPN00C7,00c7c9f9.xpr,刺,U+523A,467
JPN00C7,00c7c9f9.xpr,刻,U+523B,468
JPN00C7,00c7c9f9.xpr,則,U+5247,469
JPN00C7,00c7c9f9.xpr,削,U+524A,470
JPN00C7,00c7c9f9.xpr,前,U+524D,471
JPN00C7,00c7c9f9.xpr,剛,U+525B,472
JPN00C7,00c7c9f9.xpr,剣,U+5263,473
JPN00C7,00c7c9f9.xpr,剤,U+5264,474
JPN00C7,00c7c9f9.xpr,剥,U+5265,475
JPN00C7,00c7c9f9.xpr,副,U+526F,476
JPN00C7,00c7c9f9.xpr,剰,U+5270,477
JPN00C7,00c7c9f9.xpr,割,U+5272,478
JPN00C7,00c7c9f9.xpr,創,U+5275,479
JPN00C7,00c7c9f9.xpr,劇,U+5287,480
JPN00C7,00c7c9f9.xpr,力,U+529B,481
JPN00C7,00c7c9f9.xpr,功,U+529F,482
JPN00C7,00c7c9f9.xpr,加,U+52A0,483
JPN00C7,00c7c9f9.xpr,劣,U+52A3,484
JPN00C7,00c7c9f9.xpr,助,U+52A9,485
JPN00C7,00c7c9f9.xpr,努,U+52AA,486
JPN00C7,00c7c9f9.xpr,励,U+52B1,487
JPN00C7,00c7c9f9.xpr,労,U+52B4,488
JPN00C7,00c7c9f9.xpr,効,U+52B9,489
JPN00C7,00c7c9f9.xpr,勃,U+52C3,490
JPN00C7,00c7c9f9.xpr,勇,U+52C7,491
JPN00C7,00c7c9f9.xpr,勉,U+52C9,492
JPN00C7,00c7c9f9.xpr,動,U+52D5,493
JPN00C7,00c7c9f9.xpr,勘,U+52D8,494
JPN00C7,00c7c9f9.xpr,務,U+52D9,495
JPN00C7,00c7c9f9.xpr,勝,U+52DD,496
JPN00C7,00c7c9f9.xpr,募,U+52DF,497
JPN00C7,00c7c9f9.xpr,勢,U+52E2,498
JPN00C7,00c7c9f9.xpr,勤,U+52E4,499
JPN00C7,00c7c9f9.xpr,勧,U+52E7,500
JPN00C7,00c7c9f9.xpr,勲,U+52F2,501
JPN00C7,00c7c9f9.xpr,勿,U+52FF,502
JPN00C7,00c7c9f9.xpr,匂,U+5302,503
JPN00C7,00c7c9f9.xpr,包,U+5305,504
JPN00C7,00c7c9f9.xpr,化,U+5316,505
JPN00C7,00c7c9f9.xpr,北,U+5317,506
JPN00C7,00c7c9f9.xpr,匠,U+5320,507
JPN00C7,00c7c9f9.xpr,匹,U+5339,508
JPN00C7,00c7c9f9.xpr,区,U+533A,509
JPN00C7,00c7c9f9.xpr,医,U+533B,510
JPN00C7,00c7c9f9.xpr,匿,U+533F,511
JPN00C7,00c7c9f9.xpr,十,U+5341,512
JPN00C7,00c7c9f9.xpr,千,U+5343,513
JPN00C7,00c7c9f9.xpr,午,U+5348,514
JPN00C7,00c7c9f9.xpr,半,U+534A,515
JPN00C7,00c7c9f9.xpr,卑,U+5351,516
JPN00C7,00c7c9f9.xpr,卒,U+5352,517
JPN00C7,00c7c9f9.xpr,協,U+5354,518
JPN00C7,00c7c9f9.xpr,南,U+5357,519
JPN00C7,00c7c9f9.xpr,単,U+5358,520
JPN00C7,00c7c9f9.xpr,博,U+535A,521
JPN00C7,00c7c9f9.xpr,占,U+5360,522
JPN00C7,00c7c9f9.xpr,印,U+5370,523
JPN00C7,00c7c9f9.xpr,危,U+5371,524
JPN00C7,00c7c9f9.xpr,即,U+5373,525
JPN00C7,00c7c9f9.xpr,却,U+5374,526
JPN00C7,00c7c9f9.xpr,卵,U+5375,527
JPN00C7,00c7c9f9.xpr,厄,U+5384,528
JPN00C7,00c7c9f9.xpr,厚,U+539A,529
JPN00C7,00c7c9f9.xpr,原,U+539F,530
JPN00C7,00c7c9f9.xpr,厳,U+53B3,531
JPN00C7,00c7c9f9.xpr,去,U+53BB,532
JPN00C7,00c7c9f9.xpr,参,U+53C2,533
JPN00C7,00c7c9f9.xpr,又,U+53C8,534
JPN00C7,00c7c9f9.xpr,叉,U+53C9,535
JPN00C7,00c7c9f9.xpr,及,U+53CA,536
JPN00C7,00c7c9f9.xpr,友,U+53CB,537
JPN00C7,00c7c9f9.xpr,双,U+53CC,538
JPN00C7,00c7c9f9.xpr,反,U+53CD,539
JPN00C7,00c7c9f9.xpr,収,U+53CE,540
JPN00C7,00c7c9f9.xpr,取,U+53D6,541
JPN00C7,00c7c9f9.xpr,受,U+53D7,542
JPN00C7,00c7c9f9.xpr,口,U+53E3,543
JPN00C7,00c7c9f9.xpr,古,U+53E4,544
JPN00C7,00c7c9f9.xpr,句,U+53E5,545
JPN00C7,00c7c9f9.xpr,叩,U+53E9,546
JPN00C7,00c7c9f9.xpr,叫,U+53EB,547
JPN00C7,00c7c9f9.xpr,召,U+53EC,548
JPN00C7,00c7c9f9.xpr,可,U+53EF,549
JPN00C7,00c7c9f9.xpr,台,U+53F0,550
JPN00C7,00c7c9f9.xpr,史,U+53F2,551
JPN00C7,00c7c9f9.xpr,右,U+53F3,552
JPN00C7,00c7c9f9.xpr,叶,U+53F6,553
JPN00C7,00c7c9f9.xpr,号,U+53F7,554
JPN00C7,00c7c9f9.xpr,司,U+53F8,555
JPN00C7,00c7c9f9.xpr,各,U+5404,556
JPN00C7,00c7c9f9.xpr,合,U+5408,557
JPN00C7,00c7c9f9.xpr,吊,U+540A,558
JPN00C7,00c7c9f9.xpr,同,U+540C,559
