codepoint,decimal,character,present,glyph_index,record_file_offset,record_hex,bearing_x,width,advance,reserved,u0,v0,u1,v1,own_nonzero,own_bbox,paired_00c7_nonzero,paired_00c7_bbox,paired_00c7_sha256
U+9001,36865,送,YES,335,0x213DA,015D02E2019F03240002004200440000,2,66,68,0,349,738,415,804,1698,"[3,3,64,63]",2214,"[0,2,61,64]",b107428ad9171ddb1ef982c022649f7d756ab1248ddeb2280a8eefb1dd88dcf2
U+904E,36942,過,YES,336,0x213EA,01A202E201E403240002004200440000,2,66,68,0,418,738,484,804,2126,"[2,2,64,64]",2068,"[0,3,61,63]",5ce9c17f9be25d93fb395952aa38efbb277045ab9024c10af68c56a0239027f8
U+9054,36948,達,YES,337,0x213FA,01E702E2022903240002004200440000,2,66,68,0,487,738,553,804,1907,"[2,4,64,64]",1078,"[2,6,62,62]",e51babc7c19b5f67dee1a19b5ba102e9265c46ae21a58fb43e882b1b9e104955
U+9055,36949,違,YES,338,0x2140A,022C02E2026E03240002004200430000,2,66,67,0,556,738,622,804,2051,"[2,3,65,64]",1223,"[3,5,63,63]",8f601bfd24e62de7f06fb06c6346036f392af0bd9539dc4dcc7d7289629ed5b3
U+9078,36984,選,YES,339,0x2141A,027002E202B203240001004200430000,1,66,67,0,624,738,690,804,2272,"[2,2,65,64]",1326,"[5,3,65,63]",8fab3c82b9c018033651b4e7cec231ad7211cc703b715541bb44e777e32b8c4d
U+90FD,37117,都,YES,340,0x2142A,02B302E202F503240000004200450000,0,66,69,0,691,738,757,804,2167,"[0,3,63,64]",1504,"[6,3,66,63]",833341d48ab8be0de7b0f040448ba6727bbaa06e80a70bd348830069be96b79b
U+914D,37197,配,YES,341,0x2143A,02F802E2033A03240002004200430000,2,66,67,0,760,738,826,804,2026,"[2,3,65,63]",1781,"[7,3,66,62]",31e1ba6c76284bda824a07f15330fa8e7007085bfc7d3fa42aea36a5c0ddad0d
U+91CE,37326,野,YES,342,0x2144A,033C02E2037E03240001004200440000,1,66,68,0,828,738,894,804,2031,"[2,4,64,64]",1349,"[11,3,66,63]",8a8401896f3f1416ef8e375c8c20c4a61b17feea3b22a28f90eea046660e29df
U+9283,37507,銃,YES,343,0x2145A,038102E203C303240002004200430000,2,66,67,0,897,738,963,804,2167,"[2,2,65,64]",1665,"[10,3,66,62]",614bae7fb0d0cd56378e24b5edc68b782c36c18fa7d4fd6b5f1d17f7300bf427
U+9332,37682,録,YES,344,0x2146A,03C502E2040703240001004200440000,1,66,68,0,965,738,1031,804,2115,"[1,3,64,64]",1221,"[0,3,66,64]",53cdaea47474216ae79132e3e8ed5e3d3b26d99c61fa77eb8c8c4b17cfbe945d
U+958B,38283,開,YES,345,0x2147A,040D02E2044F03240005004200460000,5,66,70,0,1037,738,1103,804,2219,"[5,3,62,64]",1157,"[13,3,66,63]",a16f7bdfbe035ca187f9443501ccf95be33504bd182defa041262538e00312eb
U+9593,38291,間,YES,346,0x2148A,045402E2049603240004004200450000,4,66,69,0,1108,738,1174,804,2236,"[4,2,63,64]",1546,"[11,3,66,64]",e0c8d6f7acfe19e09c7a2b90dbaaa144b29e6670fee7693d4af723cf31283b00
U+9664,38500,除,YES,347,0x2149A,049B02E204DD03240004004200440000,4,66,68,0,1179,738,1245,804,2124,"[4,2,64,64]",1407,"[14,3,66,63]",172a1fd9c5942909e09ef1095a008d92de6711cbc0b0f2d3ca54401bc3425472
U+9678,38520,陸,YES,348,0x214AA,04E202E2052403240004004200440000,4,66,68,0,1250,738,1316,804,2120,"[4,3,64,63]",1532,"[0,3,66,63]",fc429d99571b8ccdcf320dd11d7703f46bd4c0c001a8b486fc927e7376edf529
U+96C4,38596,雄,YES,349,0x214BA,052502E2056703240000004200440000,0,66,68,0,1317,738,1383,804,2104,"[1,3,64,64]",1523,"[0,3,66,63]",4661b476fffa4e877b30a72f4968e544bfafbffdf605905e4a817c08aefaf805
U+9769,38761,革,YES,350,0x214CA,056A02E205AC03240002004200440000,2,66,68,0,1386,738,1452,804,1621,"[3,2,64,63]",1358,"[0,4,66,62]",60ff1c6314d30426c72b2ae5c906537af0630c5c9d4a09b6248867231563f557
U+983C,38972,頼,YES,351,0x214DA,05AE02E205F003240001004200440000,1,66,68,0,1454,738,1520,804,2290,"[1,3,64,64]",1536,"[0,3,66,63]",80385b443acf2e7e8a8ba0237d7864b372e328cd9908f5980d826382adc779d7
U+985E,39006,類,YES,352,0x214EA,05F302E2063503240002004200450000,2,66,69,0,1523,738,1589,804,2192,"[2,3,63,64]",1489,"[0,3,66,64]",8853e64d0b2d9700a1b0a410abe97616250e7ca2db7719635a1cad17c72a149d
U+98DB,39131,飛,YES,353,0x214FA,063902E2067B03240003004200450000,3,66,69,0,1593,738,1659,804,1997,"[3,5,63,63]",1603,"[0,3,66,63]",87d8036c9dd085bff3c854fda6666e763367f15bfa20fb3ee351839af80dbcfa
U+98DF,39135,食,YES,354,0x2150A,067D02E206BF03240001004200440000,1,66,68,0,1661,738,1727,804,1703,"[1,2,64,64]",1309,"[0,3,66,61]",342b2483ca08fd12340ae83cf960787b597e0a74723c74752c3d21278b2bbd72
U+98EF,39151,飯,YES,355,0x2151A,06C102E2070303240001004200430000,1,66,67,0,1729,738,1795,804,2134,"[1,2,65,64]",1512,"[0,3,66,63]",f9bbb4446c53fcda9a31e467e09b952518c39a599630a3753c25a026e0563133
U+9CE5,40165,鳥,YES,356,0x2152A,070602E2074803240002004200450000,2,66,69,0,1798,738,1864,804,1736,"[2,3,63,64]",1677,"[0,3,66,63]",9eb7d873844e4003fb0dd56f4469d1ab71c418481bc64b25554a0143022b0436
U+FF01,65281,！,YES,357,0x2153A,076302E207A50324001A0042005C0000,26,66,92,0,1891,738,1957,804,419,"[27,13,40,63]",1712,"[9,3,66,61]",64d4a23513321c0c39497c56bbb1cac58b2bab0fbbf42dc41e5140f55f03bca0
U+FF1F,65311,？,YES,358,0x2154A,07B602E207F803240010004200520000,16,66,82,0,1974,738,2040,804,543,"[16,12,50,63]",1705,"[0,3,54,61]",7d4e046dd852c09b263e1065dc4d8b8bd13b56610c9db59c883021f8a367bd38
U+4EEC,20204,们,NO,0 (unmapped),0x1FEEA,00040001001900430003001500170000,3,21,23,0,4,1,25,67,183,"[3,26,19,41]",132,"[7,27,19,39]",5b8c051fd330c1c08ebca1229a2cd4beffb61c11519355b645107df67db1071e
U+9646,38470,陆,NO,0 (unmapped),0x1FEEA,00040001001900430003001500170000,3,21,23,0,4,1,25,67,183,"[3,26,19,41]",132,"[7,27,19,39]",5b8c051fd330c1c08ebca1229a2cd4beffb61c11519355b645107df67db1071e
U+62D8,25304,拘,NO,0 (unmapped),0x1FEEA,00040001001900430003001500170000,3,21,23,0,4,1,25,67,183,"[3,26,19,41]",132,"[7,27,19,39]",5b8c051fd330c1c08ebca1229a2cd4beffb61c11519355b645107df67db1071e
